gene1	gene2	mut11	mut10	mut01	mut00	odds_ratio	cooccur_sign	p	cooccur_score
AC109466.1	LINC01470	29	77	34	647	7.166921313980137	1	2.912317603375223e-11	10.535761264705208
AC109466.1	AC016205.1	31	75	30	651	8.969333333333333	1	1.4990427806016605e-13	12.824185972812751
AC109466.1	LINC00907	30	76	31	650	8.276740237691001	1	1.2967254910641121e-12	11.88715195169852
AC109466.1	MIR3681HG	22	84	38	643	4.431704260651629	1	1.7355695169467854e-6	5.760557986301562
AC109466.1	DSCR9	11	95	48	633	1.5269736842105264	1	0.2338029015062184	0.6311501035235336
AC109466.1	OR9G1	12	94	46	635	1.7622571692876965	1	0.10823835112812535	0.9656188322771269
AC109466.1	AL022068.1	29	77	29	652	8.467532467532468	1	1.971737155126104e-12	11.705150979702406
AC109466.1	AC079160.1	34	72	24	657	12.927083333333334	1	1.5863861471478522e-17	16.799591091190244
MUC6	HLA-B	18	84	83	602	1.5542168674698795	1	0.15139036641443693	0.819901759883269
MUC6	HLA-A	17	85	82	603	1.4707317073170731	1	0.19958208937532	0.6998784351652743
MUC6	HLA-DQB2	11	91	86	599	0.8419371326348071	-1	0.7469205097570232	-0.12672561506655322
MUC6	HLA-DRB5	11	91	86	599	0.8419371326348071	-1	0.7469205097570232	-0.12672561506655322
MUC6	PTCHD1-AS	12	90	84	601	0.953968253968254	-1	1	0
MUC6	HLA-DQA1	12	90	78	607	1.0376068376068377	1	0.8683775720961805	0.06129140175452649
MUC6	MIR4300HG	14	88	72	613	1.3544823232323233	1	0.3113904219423268	0.5066947500259853
MUC6	DISC1FP1	7	95	78	607	0.5734143049932524	-1	0.22975290780437746	-0.6387389833786122
MUC6	LILRB2	13	89	71	614	1.2631745529355911	1	0.4910486312543706	0.3088754951691752
MUC6	LINC00871	7	95	76	609	0.5904432132963989	-1	0.22865596635449476	-0.6408174620242651
MUC6	PKN2-AS1	5	97	77	608	0.4070156647476235	-1	0.05516607090759078	-1.258327946691483
MUC6	DUX4L4	7	95	74	611	0.6083926031294452	-1	0.29374164275088155	-0.5320344806650826
MUC6	OFCC1	13	89	66	619	1.3699353081375554	1	0.3754702860910566	0.4254244264289127
MUC6	LINC00276	9	93	70	615	0.8502304147465438	-1	0.8595534812309369	-0.06572709642790123
MUC6	SGO1-AS1	11	91	68	617	1.0968002585649645	1	0.7266578505677375	0.1386700301146121
MUC6	KIR3DL3	9	93	64	621	0.9390120967741935	-1	1	0
MUC6	HLA-DRB6	7	95	65	620	0.702834008097166	-1	0.46524538995886155	-0.33231792152948353
MUC6	FRG1-DT	17	85	53	632	2.3849056603773584	1	0.0077373134664130115	2.111409807953606
MUC6	TAS2R30	12	90	57	628	1.4690058479532164	1	0.2598288657436713	0.5853126025439419
MUC6	SOX2-OT	6	96	62	623	0.6280241935483871	-1	0.3483290660550577	-0.4580102846556317
MUC6	RNF219-AS1	9	93	59	626	1.0267905959540733	1	1	-0
MUC6	TAS2R19	7	95	60	625	0.7675438596491229	-1	0.703093582738888	-0.15298686593011082
MUC6	TEX41	4	98	63	622	0.4029802397149336	-1	0.08630006565604181	-1.0639888738786976
MUC6	AC007389.1	7	95	58	627	0.7965517241379311	-1	0.7018094104033623	-0.15378081272526845
MUC6	AL390334.1	7	95	58	627	0.7965517241379311	-1	0.7018094104033623	-0.15378081272526845
MUC6	AL357507.1	5	97	59	626	0.5469159531714136	-1	0.24618291747751764	-0.6087420858589685
MUC6	DAB1	7	95	57	628	0.8118190212373038	-1	0.8455833748828202	-0.07284356433311631
MUC6	MIR99AHG	7	95	56	629	0.8276315789473684	-1	0.8447255047432801	-0.07328439299380804
MUC6	LINC01470	7	95	56	629	0.8276315789473684	-1	0.8447255047432801	-0.07328439299380804
MUC6	AC016205.1	7	95	54	631	0.8610136452241716	-1	0.8441694777047908	-0.07357035450809889
MUC6	LINC00907	6	96	55	630	0.7159090909090909	-1	0.5543137362091882	-0.2562443592102861
MUC6	MIR3681HG	4	98	56	629	0.4584548104956268	-1	0.16179813516125033	-0.7910264882481339
MUC6	DSCR9	7	95	52	633	0.8969635627530365	-1	1	0
MUC6	OR9G1	11	91	47	638	1.640869768529343	1	0.15707602512288252	0.8038900972732781
MUC6	AL022068.1	5	97	53	632	0.6146664073137522	-1	0.4161798108143241	-0.380718991554959
MUC6	AC079160.1	7	95	51	634	0.9159958720330237	-1	1	0
HLA-B	HLA-A	23	78	76	610	2.3667341430499325	1	0.0019994587473083874	2.699087551771094
HLA-B	HLA-DQB2	15	86	82	604	1.2847419171866137	1	0.4176712510678171	0.37916541683996774
HLA-B	HLA-DRB5	9	92	88	598	0.6647727272727273	-1	0.33078964364424696	-0.4804480957898734
HLA-B	PTCHD1-AS	17	84	79	607	1.5550030138637734	1	0.1419067865206125	0.8479968344369903
HLA-B	HLA-DQA1	14	87	76	610	1.2915910465819722	1	0.403860397738511	0.3937687313481374
HLA-B	MIR4300HG	18	83	68	618	1.9709425939050318	1	0.025130323431170033	1.5998019219339454
HLA-B	DISC1FP1	16	85	69	617	1.6832054560954817	1	0.08662779836004354	1.062342723027227
HLA-B	LILRB2	11	90	73	613	1.0263318112633182	1	0.8646086100625651	0.06318044393070135
HLA-B	LINC00871	14	87	69	617	1.4389471930701316	1	0.2292715854647259	0.6396497657695528
HLA-B	PKN2-AS1	17	84	65	621	1.9335164835164835	1	0.034585202101334526	1.4611096821440996
HLA-B	DUX4L4	11	90	70	616	1.0755555555555556	1	0.8605657683105026	0.065215933328451
HLA-B	OFCC1	12	89	67	619	1.2456817038403487	1	0.4808294350508708	0.31800895388203265
HLA-B	LINC00276	12	89	67	619	1.2456817038403487	1	0.4808294350508708	0.31800895388203265
HLA-B	SGO1-AS1	9	92	70	616	0.8608695652173913	-1	0.8591562479335002	-0.06592784729263354
HLA-B	KIR3DL3	9	92	64	622	0.9507472826086957	-1	1	0
HLA-B	HLA-DRB6	13	88	59	627	1.569915254237288	1	0.19312926734376648	0.7141519070453289
HLA-B	FRG1-DT	7	94	63	623	0.7364066193853428	-1	0.5753967427265275	-0.24003260094395337
HLA-B	TAS2R30	9	92	60	626	1.0206521739130434	1	1	-0
HLA-B	SOX2-OT	12	89	56	630	1.5168539325842696	1	0.2523251375934962	0.5980394812528449
HLA-B	RNF219-AS1	12	89	56	630	1.5168539325842696	1	0.2523251375934962	0.5980394812528449
HLA-B	TAS2R19	10	91	57	629	1.2126470021206863	1	0.5681685820569732	0.24552278507372224
HLA-B	TEX41	9	92	58	628	1.0592203898050974	1	0.8490188887405261	0.07108264758345864
HLA-B	AC007389.1	11	90	54	632	1.4304526748971194	1	0.3309679653445363	0.48021403990215317
HLA-B	AL390334.1	11	90	54	632	1.4304526748971194	1	0.3309679653445363	0.48021403990215317
HLA-B	AL357507.1	7	94	57	629	0.8217618514371035	-1	0.8450451034227165	-0.073120110405524
HLA-B	DAB1	14	87	50	636	2.0468965517241378	1	0.031373642635774586	1.5034350546278763
HLA-B	MIR99AHG	12	89	51	635	1.6787838730998017	1	0.1657731859529658	0.7804857158510459
HLA-B	LINC01470	14	87	49	637	2.0919540229885056	1	0.029081313950755642	1.5363859750939104
HLA-B	AC016205.1	10	91	51	635	1.3682396035337212	1	0.42320056699327085	0.3734537591158672
HLA-B	LINC00907	10	91	51	635	1.3682396035337212	1	0.42320056699327085	0.3734537591158672
HLA-B	MIR3681HG	14	87	46	640	2.23888055972014	1	0.02459241257830501	1.6091988637765768
HLA-B	DSCR9	9	92	50	636	1.2443478260869565	1	0.5446892847668799	0.26385116816800797
HLA-B	OR9G1	7	94	51	635	0.927200667501043	-1	1	0
HLA-B	AL022068.1	8	93	50	636	1.0941935483870968	1	0.8379909785946467	0.07676065674878466
HLA-B	AC079160.1	8	93	50	636	1.0941935483870968	1	0.8379909785946467	0.07676065674878466
HLA-A	HLA-DQB2	10	89	87	601	0.7761849412372466	-1	0.623171735163753	-0.20539225292982877
HLA-A	HLA-DRB5	12	87	85	603	0.9784989858012171	-1	1	0
HLA-A	PTCHD1-AS	15	84	81	607	1.338183421516755	1	0.3266561374421619	0.4859091775714486
HLA-A	HLA-DQA1	13	86	77	611	1.1994865599516762	1	0.6116443565771719	0.213501026990625
HLA-A	MIR4300HG	14	85	72	616	1.4091503267973857	1	0.2997915642842864	0.523180591755681
HLA-A	DISC1FP1	15	84	70	618	1.5765306122448979	1	0.16366504876187532	0.7860440557775256
HLA-A	LILRB2	12	87	72	616	1.1800766283524904	1	0.6024972465673394	0.22004493348893336
HLA-A	LINC00871	20	79	63	625	2.511553144464537	1	0.0023620924039354533	2.6267031169958655
HLA-A	PKN2-AS1	16	83	66	622	1.8167214311792625	1	0.05289527209920414	1.2765831444674283
HLA-A	DUX4L4	10	89	71	617	0.976420319670834	-1	1	0
HLA-A	OFCC1	16	83	63	625	1.9124115509657678	1	0.04671378629348866	1.3305549304059283
HLA-A	LINC00276	15	84	64	624	1.7410714285714286	1	0.07496796469449822	1.1251242796560497
HLA-A	SGO1-AS1	20	79	59	629	2.6989916326968464	1	9.885063459756259e-4	3.005020538274082
HLA-A	KIR3DL3	16	83	57	631	2.1340097231029382	1	0.01601522078107795	1.795467069904128
HLA-A	HLA-DRB6	14	85	58	630	1.7890466531440161	1	0.09032119312500564	1.0442103341014266
HLA-A	FRG1-DT	11	88	59	629	1.3326271186440677	1	0.448288934341378	0.3484419812185061
HLA-A	TAS2R30	8	91	61	627	0.9036209691947397	-1	0.9999999999999999	-4.821637332766436e-17
HLA-A	SOX2-OT	14	85	54	634	1.933769063180828	1	0.05303433409357123	1.2754428798396118
HLA-A	RNF219-AS1	15	84	53	635	2.1394878706199463	1	0.020454556146553383	1.689209940032342
HLA-A	TAS2R19	7	92	60	628	0.7963768115942029	-1	0.7020430086829846	-0.1536362812298219
HLA-A	TEX41	17	82	50	638	2.6453658536585367	1	0.00299604330917464	2.523451913002072
HLA-A	AC007389.1	14	85	51	637	2.057208765859285	1	0.030766789809558243	1.51191781544333
HLA-A	AL390334.1	12	87	53	635	1.6525699414443722	1	0.16831256524194346	0.773883460901537
HLA-A	AL357507.1	15	84	49	639	2.3287172011661808	1	0.010175880131364879	1.9924280175165536
HLA-A	DAB1	12	87	52	636	1.687002652519894	1	0.11909013615499361	0.9241242082137702
HLA-A	MIR99AHG	16	83	47	641	2.629069469366829	1	0.0043891262952594915	2.357621922334533
HLA-A	LINC01470	17	82	46	642	2.893425238600212	1	0.0011079352995666965	2.955485600493508
HLA-A	AC016205.1	13	86	48	640	2.0155038759689923	1	0.04272205816588799	1.3693478330263933
HLA-A	LINC00907	14	85	47	641	2.24630788485607	1	0.015845439812570666	1.8000957018494057
HLA-A	MIR3681HG	12	87	48	640	1.839080459770115	1	0.10128936592496285	0.9944361475571162
HLA-A	DSCR9	10	89	49	639	1.465260261407934	1	0.30601170416804635	0.5142619625432906
HLA-A	OR9G1	10	89	48	640	1.4981273408239701	1	0.3006408882947213	0.5219519540446212
HLA-A	AL022068.1	16	83	42	646	2.9650028686173266	1	0.001364392019127967	2.8650608296185114
HLA-A	AC079160.1	13	86	45	643	2.1599483204134367	1	0.03645538492288231	1.4382383118024897
HLA-DQB2	HLA-DRB5	9	88	88	602	0.6996384297520661	-1	0.4100633431784125	-0.3871490518948629
HLA-DQB2	PTCHD1-AS	11	86	85	605	0.9103967168262654	-1	0.8696410885300695	-0.06065994902719441
HLA-DQB2	HLA-DQA1	16	81	74	616	1.644310977644311	1	0.12278499018897777	0.9108547201372124
HLA-DQB2	MIR4300HG	10	87	76	614	0.9286146400483969	-1	1	0
HLA-DQB2	DISC1FP1	13	84	72	618	1.3283730158730158	1	0.3825476518243633	0.4173144595027963
HLA-DQB2	LILRB2	6	91	78	612	0.5173288250211328	-1	0.15915318263542763	-0.7981846722350366
HLA-DQB2	LINC00871	8	89	75	615	0.7370786516853932	-1	0.5954366351844542	-0.22516444820964368
HLA-DQB2	PKN2-AS1	10	87	72	618	0.9865900383141762	-1	1	0
HLA-DQB2	DUX4L4	13	84	68	622	1.4156162464985995	1	0.2847322644862452	0.545563317909577
HLA-DQB2	OFCC1	11	86	68	622	1.1699726402188781	1	0.5923276364679606	0.22743800383460833
HLA-DQB2	LINC00276	9	88	70	620	0.9058441558441559	-1	1	0
HLA-DQB2	SGO1-AS1	11	86	68	622	1.1699726402188781	1	0.5923276364679606	0.22743800383460833
HLA-DQB2	KIR3DL3	13	84	60	630	1.625	1	0.13651209060909722	0.8648288823061805
HLA-DQB2	HLA-DRB6	11	86	61	629	1.318909645444148	1	0.4504579145857631	0.3463457780854935
HLA-DQB2	FRG1-DT	14	83	56	634	1.9096385542168675	1	0.054539807347426514	1.263286400462914
HLA-DQB2	TAS2R30	10	87	59	631	1.2293006039353205	1	0.5651181945986117	0.24786070989096678
HLA-DQB2	SOX2-OT	9	88	59	631	1.0937981510015409	1	0.8465444972621324	0.07235020895787722
HLA-DQB2	RNF219-AS1	10	87	58	632	1.2524772096710266	1	0.5613721243133608	0.25074915664183245
HLA-DQB2	TAS2R19	16	81	51	639	2.474945533769063	1	0.005587997243978742	2.252743816753475
HLA-DQB2	TEX41	10	87	57	633	1.2764670296430731	1	0.5584416521859435	0.2530221966888195
HLA-DQB2	AC007389.1	6	91	59	631	0.7051592475321289	-1	0.5551821152735799	-0.2555645327605156
HLA-DQB2	AL390334.1	9	88	56	634	1.1578733766233766	1	0.6934986108996278	0.15895440449585946
HLA-DQB2	AL357507.1	7	90	57	633	0.8637426900584795	-1	0.8444208406156101	-0.0734410566852393
HLA-DQB2	DAB1	8	89	56	634	1.0176565008025682	1	1	-0
HLA-DQB2	MIR99AHG	7	90	56	634	0.8805555555555555	-1	1	0
HLA-DQB2	LINC01470	6	91	57	633	0.7322151532677849	-1	0.6883448623932913	-0.1621939246858044
HLA-DQB2	AC016205.1	8	89	53	637	1.0803476786092856	1	0.8392245424356379	0.07612182404171873
HLA-DQB2	LINC00907	5	92	56	634	0.6152950310559007	-1	0.41692424854099297	-0.3799428453359311
HLA-DQB2	MIR3681HG	5	92	55	635	0.6274703557312253	-1	0.4162037944784015	-0.3806939646973868
HLA-DQB2	DSCR9	10	87	49	641	1.503635937133474	1	0.3000317153037784	0.5228328351023107
HLA-DQB2	OR9G1	11	86	47	643	1.7498762988619496	1	0.14223377057441242	0.8469972767928835
HLA-DQB2	AL022068.1	4	93	54	636	0.50657108721624855	-1	0.29617395776940875	-0.5284531311431867
HLA-DQB2	AC079160.1	10	87	48	642	1.5373563218390804	1	0.21869440553230834	0.6601623265989612
HLA-DRB5	PTCHD1-AS	11	86	85	605	0.9103967168262654	-1	0.8696410885300695	-0.06065994902719441
HLA-DRB5	HLA-DQA1	11	86	79	611	0.9892552251987048	-1	1	0
HLA-DRB5	MIR4300HG	11	86	75	615	1.0488372093023255	1	0.8625009461744401	0.06424041982789076
HLA-DRB5	DISC1FP1	10	87	75	615	0.9425287356321839	-1	1	0
HLA-DRB5	LILRB2	14	83	70	620	1.4939759036144578	1	0.2177607696998456	0.6620203570755087
HLA-DRB5	LINC00871	8	89	75	615	0.7370786516853932	-1	0.5954366351844542	-0.22516444820964368
HLA-DRB5	PKN2-AS1	9	88	73	617	0.8644146948941469	-1	0.8591427724648545	-0.06593465905427053
HLA-DRB5	DUX4L4	13	84	68	622	1.4156162464985995	1	0.2847322644862452	0.545563317909577
HLA-DRB5	OFCC1	9	88	70	620	0.9058441558441559	-1	1	0
HLA-DRB5	LINC00276	13	84	66	624	1.4632034632034632	1	0.27669343991078105	0.5580011373690651
HLA-DRB5	SGO1-AS1	12	85	67	623	1.3127304653204566	1	0.4689183417687671	0.32890277947447566
HLA-DRB5	KIR3DL3	7	90	66	624	0.7353535353535353	-1	0.5757891908619215	-0.23973649227677013
HLA-DRB5	HLA-DRB6	18	79	54	636	2.6835443037974684	1	0.0019829215992590906	2.7026944565875666
HLA-DRB5	FRG1-DT	9	88	61	629	1.0545827123695977	1	0.8495660244445017	0.07080286407253433
HLA-DRB5	TAS2R30	11	86	58	632	1.3937449879711308	1	0.3380891116360773	0.47096881572495564
HLA-DRB5	SOX2-OT	4	93	64	626	0.4206989247311828	-1	0.12016221451716834	-0.920232076480686
HLA-DRB5	RNF219-AS1	8	89	60	630	0.9438202247191011	-1	1	0
HLA-DRB5	TAS2R19	11	86	56	634	1.4480897009966778	1	0.32869489504940536	0.48320704088062094
HLA-DRB5	TEX41	13	84	54	636	1.8227513227513228	1	0.07862947667071174	1.1044146148307288
HLA-DRB5	AC007389.1	6	91	59	631	0.7051592475321289	-1	0.5551821152735799	-0.2555645327605156
HLA-DRB5	AL390334.1	9	88	56	634	1.1578733766233766	1	0.6934986108996278	0.15895440449585946
HLA-DRB5	AL357507.1	9	88	55	635	1.1807851239669422	1	0.690600665879231	0.16077300723832216
HLA-DRB5	DAB1	7	90	57	633	0.8637426900584795	-1	0.8444208406156101	-0.0734410566852393
HLA-DRB5	MIR99AHG	5	92	58	632	0.5922038980509745	-1	0.322741141955882	-0.4911456686664169
HLA-DRB5	LINC01470	11	86	52	638	1.569320214669052	1	0.22746861600693294	0.6430785147661154
HLA-DRB5	AC016205.1	8	89	53	637	1.0803476786092856	1	0.8392245424356379	0.07612182404171873
HLA-DRB5	LINC00907	7	90	54	636	0.9160493827160494	-1	1	0
HLA-DRB5	MIR3681HG	7	90	53	637	0.9348008385744235	-1	1	0
HLA-DRB5	DSCR9	8	89	51	639	1.1262392597488433	1	0.6846697186125387	0.16451887956702452
HLA-DRB5	OR9G1	8	89	50	640	1.150561797752809	1	0.6797633481767157	0.1676422556307544
HLA-DRB5	AL022068.1	8	89	50	640	1.150561797752809	1	0.6797633481767157	0.1676422556307544
HLA-DRB5	AC079160.1	6	91	52	638	0.8089602704987321	-1	0.8353764436254447	-0.0781177753573745
PTCHD1-AS	HLA-DQA1	12	84	78	613	1.1227106227106227	1	0.7321653541284361	0.13539082566868302
PTCHD1-AS	MIR4300HG	37	59	49	642	8.216534071255621	1	6.134987018869419e-15	14.212186351867595
PTCHD1-AS	DISC1FP1	37	59	48	643	8.400776836158192	1	3.805236043064978e-15	14.419618398283403
PTCHD1-AS	LILRB2	12	84	72	619	1.2281746031746033	1	0.48574423850127846	0.313592341941647
PTCHD1-AS	LINC00871	38	58	45	646	9.405363984674329	1	1.56243182815784e-16	15.806198922656373
PTCHD1-AS	PKN2-AS1	34	62	48	643	7.346102150537634	1	4.687434201708432e-13	12.329064815485133
PTCHD1-AS	DUX4L4	15	81	66	625	1.7536475869809203	1	0.07344320970732295	1.134048351309562
PTCHD1-AS	OFCC1	27	69	52	639	4.808528428093646	1	4.385643264636012e-8	7.357966697442118
PTCHD1-AS	LINC00276	35	61	44	647	8.437034277198212	1	1.4574723888359224e-14	13.836399664006192
PTCHD1-AS	SGO1-AS1	31	65	48	643	6.3887820512820515	1	4.3657440302414695e-11	10.359941731181282
PTCHD1-AS	KIR3DL3	10	86	63	628	1.1590992986341824	1	0.706644659431639	0.15079891893651584
PTCHD1-AS	HLA-DRB6	5	91	67	624	0.511727078891258	-1	0.18685516205755345	-0.7284948998365874
PTCHD1-AS	FRG1-DT	5	91	65	626	0.5291631445477599	-1	0.24871837280368014	-0.6042921322510272
PTCHD1-AS	TAS2R30	13	83	56	635	1.7760327022375215	1	0.08382331807272571	1.0766351519947277
PTCHD1-AS	SOX2-OT	29	67	39	652	7.236127057022579	1	1.851818015854613e-11	10.732401695080384
PTCHD1-AS	RNF219-AS1	30	66	38	653	7.811004784688995	1	2.443390483879043e-12	11.612007121875383
PTCHD1-AS	TAS2R19	6	90	61	630	0.6885245901639344	-1	0.5570081403992648	-0.25413845778022526
PTCHD1-AS	TEX41	25	71	42	649	5.440979208584842	1	2.016950812132372e-8	7.695304692902735
PTCHD1-AS	AC007389.1	34	62	31	660	11.675338189386057	1	5.449529706495811e-17	16.26364097564752
PTCHD1-AS	AL390334.1	24	72	41	650	5.284552845528455	1	5.357639630637563e-8	7.271026501569348
PTCHD1-AS	AL357507.1	26	70	38	653	6.382706766917293	1	1.04370549485552e-9	8.981422030071936
PTCHD1-AS	DAB1	31	65	33	658	9.50955710955711	1	3.490054208806941e-14	13.45716782736664
PTCHD1-AS	MIR99AHG	21	75	42	649	4.326666666666667	1	3.2755020849755826e-6	5.484722119787803
PTCHD1-AS	LINC01470	28	68	35	656	7.7176470588235295	1	1.3198051976579735e-11	10.879490165631623
PTCHD1-AS	AC016205.1	25	71	36	655	6.406494522691705	1	1.910480157368332e-9	8.718857468622101
PTCHD1-AS	LINC00907	27	69	34	657	7.561381074168798	1	3.854986301328405e-11	10.41397716087322
PTCHD1-AS	MIR3681HG	21	75	39	652	4.6810256410256414	1	1.2870401609413699e-6	5.890407901111856
PTCHD1-AS	DSCR9	7	89	52	639	0.9665082108902333	-1	1	0
PTCHD1-AS	OR9G1	8	88	50	641	1.1654545454545455	1	0.6772171523449486	0.1692720507485321
PTCHD1-AS	AL022068.1	24	72	34	657	6.4411764705882355	1	3.4606780774350434e-9	8.46083879819102
PTCHD1-AS	AC079160.1	30	66	28	663	10.762987012987013	1	9.947045630095155e-15	14.002305889814071
HLA-DQA1	MIR4300HG	12	78	74	623	1.2952182952182951	1	0.4713620999661782	0.3266453400069899
HLA-DQA1	DISC1FP1	12	78	73	624	1.3150684931506849	1	0.3726345933370827	0.42871683006772676
HLA-DQA1	LILRB2	7	83	77	620	0.6790799561883899	-1	0.4671705579516246	-0.33052453516375035
HLA-DQA1	LINC00871	8	82	75	622	0.8091056910569105	-1	0.7162407790312177	-0.14494095614725905
HLA-DQA1	PKN2-AS1	8	82	74	623	0.8213579433091628	-1	0.7162832732475904	-0.14491519043161954
HLA-DQA1	DUX4L4	13	77	68	629	1.5616883116883118	1	0.19453452999309717	0.7110032999708306
HLA-DQA1	OFCC1	10	80	69	628	1.1376811594202898	1	0.7095399301439723	0.1490231591166901
HLA-DQA1	LINC00276	16	74	63	634	2.175890175890176	1	0.014556827933630709	1.8369332514657386
HLA-DQA1	SGO1-AS1	10	80	69	628	1.1376811594202898	1	0.7095399301439723	0.1490231591166901
HLA-DQA1	KIR3DL3	13	77	60	637	1.7924242424242425	1	0.08180282258608476	1.0872317108468612
HLA-DQA1	HLA-DRB6	10	80	62	635	1.280241935483871	1	0.44281295572104834	0.3537796811179564
HLA-DQA1	FRG1-DT	6	84	64	633	0.7064732142857143	-1	0.5557523830130693	-0.2551186664117744
HLA-DQA1	TAS2R30	7	83	62	635	0.8637776914108045	-1	0.844666064013888	-0.07331495403278013
HLA-DQA1	SOX2-OT	8	82	60	637	1.0357723577235773	1	0.8439879867658258	0.07366373503126748
HLA-DQA1	RNF219-AS1	8	82	60	637	1.0357723577235773	1	0.8439879867658258	0.07366373503126748
HLA-DQA1	TAS2R19	10	80	57	640	1.4035087719298245	1	0.3202914203283715	0.4944546946610302
HLA-DQA1	TEX41	6	84	61	636	0.7447306791569087	-1	0.6874682103401075	-0.1627473795239917
HLA-DQA1	AC007389.1	5	85	60	637	0.6245098039215686	-1	0.41714808232237827	-0.37970974857715917
HLA-DQA1	AL390334.1	7	83	58	639	0.9291649356044869	-1	1	0
HLA-DQA1	AL357507.1	11	79	53	644	1.691903510866969	1	0.1490018090028726	0.8268084588682887
HLA-DQA1	DAB1	6	84	58	639	0.7869458128078818	-1	0.6866243216210847	-0.16328081704957992
HLA-DQA1	MIR99AHG	8	82	55	642	1.1388026607538804	1	0.6823743023835102	0.16597733668106845
HLA-DQA1	LINC01470	5	85	58	639	0.6480730223123732	-1	0.5339869248068528	-0.2724693769672389
HLA-DQA1	AC016205.1	10	80	51	646	1.5833333333333333	1	0.2087989510747753	0.6802716873919079
HLA-DQA1	LINC00907	12	78	49	648	2.034536891679749	1	0.05554659834670792	1.255342531943427
HLA-DQA1	MIR3681HG	4	86	56	641	0.532392026578073	-1	0.2929533219476455	-0.5332015729411484
HLA-DQA1	DSCR9	9	81	50	647	1.4377777777777778	1	0.3917679573398606	0.40697108778885926
HLA-DQA1	OR9G1	13	77	45	652	2.446176046176046	1	0.01570271789628978	1.8040251714631532
HLA-DQA1	AL022068.1	8	82	50	647	1.262439024390244	1	0.5222256144406076	0.28214183044988994
HLA-DQA1	AC079160.1	5	85	53	644	0.7147613762486127	-1	0.6675110740885971	-0.17554152490619582
MIR4300HG	DISC1FP1	31	55	54	647	6.753198653198653	1	1.45865443513406e-11	10.836047583151181
MIR4300HG	LILRB2	9	77	75	626	0.9755844155844156	-1	1	0
MIR4300HG	LINC00871	32	54	51	650	7.552650689905592	1	9.301436482515042e-13	12.03144997528972
MIR4300HG	PKN2-AS1	30	56	52	649	6.686126373626373	1	3.2399534518639415e-11	10.489461229220503
MIR4300HG	DUX4L4	15	71	66	635	2.032650448143406	1	0.03602348565134941	1.4434142669216345
MIR4300HG	OFCC1	39	47	40	661	13.712234042553192	1	1.1161453850252925e-20	19.952279232099272
MIR4300HG	LINC00276	28	58	51	650	6.152805949966194	1	4.5998424593110157e-10	9.337257042280063
MIR4300HG	SGO1-AS1	30	56	49	652	7.128279883381924	1	1.0251370466026593e-11	10.989218071579234
MIR4300HG	KIR3DL3	13	73	60	641	1.9025114155251142	1	0.07279988795893466	1.1378692890778126
MIR4300HG	HLA-DRB6	7	79	65	636	0.8669912366114898	-1	0.8448052128435926	-0.07324341500176086
MIR4300HG	FRG1-DT	6	80	64	637	0.746484375	-1	0.6875374805082743	-0.1627036216660846
MIR4300HG	TAS2R30	13	73	56	645	2.051125244618395	1	0.040597750697156716	1.3914980276758537
MIR4300HG	SOX2-OT	32	54	36	665	10.946502057613168	1	7.617254365030486e-16	15.11820154165164
MIR4300HG	RNF219-AS1	20	66	48	653	4.122474747474747	1	8.346105348526853e-6	5.078516137717393
MIR4300HG	TAS2R19	7	79	60	641	0.9466244725738396	-1	1	0
MIR4300HG	TEX41	22	64	45	656	5.011111111111111	1	2.887748615738341e-7	6.5394406156555425
MIR4300HG	AC007389.1	29	57	36	665	9.398148148148149	1	1.6345592597788514e-13	12.786599329761847
MIR4300HG	AL390334.1	26	60	39	662	7.355555555555555	1	9.61195891652992e-11	10.017188094127238
MIR4300HG	AL357507.1	25	61	39	662	6.956704497688104	1	4.5944312744540917e-10	9.337768240459127
MIR4300HG	DAB1	30	56	34	667	10.509453781512605	1	9.684156167619368e-15	14.013938215699895
MIR4300HG	MIR99AHG	18	68	45	656	3.8588235294117648	1	4.102848784830069e-5	4.386914489156429
MIR4300HG	LINC01470	26	60	37	664	7.776576576576576	1	4.039396577952843e-11	10.393683506780086
MIR4300HG	AC016205.1	27	59	34	667	8.977567298105683	1	1.8746424600542907e-12	11.727081550566743
MIR4300HG	LINC00907	24	62	37	664	6.946817785527463	1	9.50628839770741e-10	9.021989014401347
MIR4300HG	MIR3681HG	29	57	31	670	10.996038483305037	1	1.1053782154990792e-14	13.956489098630458
MIR4300HG	DSCR9	5	81	54	647	0.7395976223136717	-1	0.6667168154439213	-0.17605859127849885
MIR4300HG	OR9G1	6	80	52	649	0.9360576923076923	-1	1	0
MIR4300HG	AL022068.1	22	64	36	665	6.349826388888889	1	1.3120408396685316e-8	7.882052646540661
MIR4300HG	AC079160.1	28	58	30	671	10.797701149425288	1	3.834197366363655e-14	13.416325535454694
DISC1FP1	LILRB2	6	79	78	624	0.6075949367088608	-1	0.35092278705861873	-0.45478843009606823
DISC1FP1	LINC00871	37	48	46	656	10.992753623188406	1	9.35016448210501e-18	17.029180749229912
DISC1FP1	PKN2-AS1	33	52	49	653	8.457221350078493	1	5.0682803349935654e-14	13.295139371575951
DISC1FP1	DUX4L4	10	75	71	631	1.1849765258215963	1	0.5752635374179704	0.2401331524824452
DISC1FP1	OFCC1	33	52	46	656	9.050167224080267	1	1.3150266730760224e-14	13.881065438161105
