Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
CNDP1	0	0	1	0	2	0	0	0	0	3	3	3
CNGA1	0	0	0	0	2	0	0	1	0	3	3	3
CNKSR1	0	0	0	0	3	0	0	0	0	3	3	3
CNOT6	0	0	0	0	3	0	0	0	0	3	3	3
CNTF	0	0	0	0	3	0	0	0	0	3	3	3
COG6	0	0	0	0	3	0	0	0	0	3	3	3
COL8A1	0	0	0	0	3	0	0	0	0	3	3	3
COLEC11	0	0	0	0	3	0	0	0	0	3	3	3
COPRS	0	0	0	0	3	0	0	0	0	3	3	3
COPS2	0	1	0	0	2	0	0	0	0	3	3	3
COPZ2	0	0	0	0	3	0	0	0	0	3	3	3
CORO1B	0	0	0	0	3	0	0	0	0	3	3	3
CORO6	0	0	0	0	3	0	0	0	0	3	3	3
COX15	0	0	0	0	3	0	0	0	0	3	3	3
COX20	0	0	0	0	3	0	0	0	0	3	3	3
CPA4	0	0	0	0	3	0	0	0	0	3	3	3
CPA5	0	0	0	0	3	0	0	0	0	3	3	3
CPNE1	0	0	0	0	3	0	0	0	0	3	3	3
CPNE8	0	0	0	0	2	0	0	0	1	3	3	3
CPXM2	0	0	1	0	2	0	0	0	0	3	3	3
CRABP2	0	0	0	0	3	0	0	0	0	3	3	3
CRACR2B	0	0	0	0	3	0	0	0	0	3	3	3
CRCT1	0	0	0	0	3	0	0	0	0	3	3	3
CREB1	0	0	0	0	1	1	1	0	0	3	3	3
CRELD1	0	0	0	0	3	0	0	0	0	3	3	3
CRH	0	0	0	0	2	0	0	0	1	3	3	3
CRK	0	0	0	0	2	0	0	1	0	3	3	3
CRLF3	0	0	0	0	3	0	0	0	0	3	3	3
CRTC1	0	0	0	0	3	0	0	0	0	3	3	3
CRTC3	0	0	0	0	3	0	0	0	0	3	3	3
CRY2	0	0	0	0	3	0	0	0	0	3	3	3
CRYBA2	0	0	0	0	2	1	0	0	0	3	3	3
CRYGC	0	0	0	0	3	0	0	0	0	3	3	3
CSGALNACT1	0	0	0	0	3	0	0	0	0	3	3	3
CSHL1	0	0	0	0	2	0	0	1	0	3	3	3
CSNK1D	0	0	0	0	3	0	0	0	0	3	3	3
CSRNP1	0	0	1	0	2	0	0	0	0	3	3	3
CTAGE6	1	0	0	0	2	0	0	0	0	3	3	3
CTBP2	0	0	0	0	2	1	0	0	0	3	3	3
CTNNBL1	0	0	0	0	3	0	0	0	0	3	3	3
CTPS1	0	0	0	0	3	0	0	0	0	3	3	3
CTRB2	0	0	0	0	3	0	0	0	0	3	3	3
CTRL	1	0	0	0	2	0	0	0	0	3	3	3
CTSH	0	0	0	0	3	0	0	0	0	3	3	3
CUL5	1	0	0	0	2	0	0	0	0	3	3	3
CXCL1	0	0	0	0	3	0	0	0	0	3	3	3
CXCR3	0	0	0	0	3	0	0	0	0	3	3	3
CYB5R1	1	0	0	0	2	0	0	0	0	3	3	3
CYBA	0	0	0	0	3	0	0	0	0	3	3	3
CYBB	0	0	0	0	2	1	0	0	0	3	3	3
CYC1	1	1	0	0	1	0	0	0	0	3	3	3
CYLC1	0	0	0	0	3	0	0	0	0	3	3	3
CYLD	0	0	0	0	3	0	0	0	0	3	3	3
CYP11A1	0	0	0	0	3	0	0	0	0	3	3	3
CYP11B2	0	0	0	0	3	0	0	0	0	3	3	3
CYP17A1	0	0	0	0	3	0	0	0	0	3	3	3
CYP2C8	0	0	0	0	3	0	0	0	0	3	3	3
CYP2E1	0	0	0	0	3	0	0	0	0	3	3	3
CYP3A5	0	0	0	0	2	0	1	0	0	3	3	3
CYP4A11	0	0	1	0	2	0	0	0	0	3	3	3
CYP4F3	0	0	0	0	2	0	0	1	0	3	3	3
CYP4F8	0	0	0	0	3	0	0	0	0	3	3	3
CYP4X1	0	0	0	0	3	0	0	0	0	3	3	3
DBF4	0	0	0	0	3	0	0	0	0	3	3	3
DCAF12L1	0	0	0	0	3	0	0	0	0	3	3	3
DCAF7	0	0	0	0	3	0	0	0	0	3	3	3
DCLRE1A	0	0	0	0	3	0	0	0	0	3	3	3
DCN	0	0	1	0	2	0	0	0	0	3	3	3
DCP1B	0	0	1	0	2	0	0	0	0	3	3	3
DDAH1	0	0	0	0	3	0	0	0	0	3	3	3
DDAH2	0	0	0	0	3	0	0	0	0	3	3	3
DDB2	0	0	0	0	3	0	0	0	0	3	3	3
DDHD2	0	0	0	0	2	1	0	0	0	3	3	3
DDX11L8	0	0	0	0	0	0	0	3	0	3	3	3
DDX41	0	0	0	0	2	1	0	0	0	3	3	3
DELE1	0	0	0	0	1	2	0	0	0	3	3	3
DENND2D	0	0	0	0	3	0	0	0	0	3	3	3
DENND6A	0	0	0	0	3	0	0	0	0	3	3	3
DEPDC1B	0	0	0	0	3	0	0	0	0	3	3	3
DEPTOR	0	0	0	0	3	0	0	0	0	3	3	3
DERL3	0	0	0	0	3	0	0	0	0	3	3	3
DEUP1	0	0	0	0	3	0	0	0	0	3	3	3
DGKA	0	0	0	0	3	0	0	0	0	3	3	3
DGKI	0	0	0	0	3	0	0	0	0	3	3	3
DHCR7	0	0	0	0	3	0	0	0	0	3	3	3
DHDDS	0	0	0	0	3	0	0	0	0	3	3	3
DHODH	0	0	0	0	3	0	0	0	0	3	3	3
DHRS11	0	0	0	0	3	0	0	0	0	3	3	3
DHRSX	0	0	0	0	3	0	0	0	0	3	3	3
DHX32	0	0	0	0	3	0	0	0	0	3	3	3
DHX35	0	0	0	0	3	0	0	0	0	3	3	3
DHX58	1	0	0	0	2	0	0	0	0	3	3	3
DIS3L	0	0	0	0	2	0	0	0	1	3	3	3
DKK2	0	0	0	0	3	0	0	0	0	3	3	3
DLD	0	0	0	0	3	0	0	0	0	3	3	3
DLX1	0	0	0	0	3	0	0	0	0	3	3	3
DLX5	0	0	0	0	3	0	0	0	0	3	3	3
DNAJA2	2	0	0	0	1	0	0	0	0	3	3	3
DNAJA4	0	0	0	0	2	0	0	0	1	3	3	3
DNAJB13	0	0	0	0	3	0	0	0	0	3	3	3
DNAJC10	0	0	0	0	3	0	0	0	0	3	3	3
DNAJC3	0	0	0	0	3	0	0	0	0	3	3	3
DNASE1	0	0	0	0	3	0	0	0	0	3	3	3
DNASE1L1	0	0	0	0	3	0	0	0	0	3	3	3
DNMT3B	0	0	0	0	3	0	0	0	0	3	3	3
DNPH1	0	0	0	0	1	0	0	0	2	3	3	3
DOLK	0	0	0	0	3	0	0	0	0	3	3	3
DPP3	0	0	0	0	2	0	0	1	0	3	3	3
DPY19L4	0	0	0	0	2	1	0	0	0	3	3	3
DSE	0	0	0	0	2	1	0	0	0	3	3	3
DTNA	0	0	0	0	3	0	0	0	0	3	3	3
DTNBP1	0	0	0	0	2	0	0	1	0	3	3	3
DTX2	0	0	0	0	3	0	0	0	0	3	3	3
DUSP11	0	0	0	0	3	0	0	0	0	3	3	3
DUSP14	0	0	0	0	3	0	0	0	0	3	3	3
DUSP6	0	0	0	0	3	0	0	0	0	3	3	3
DYDC2	0	0	0	0	3	0	0	0	0	3	3	3
DYNC1I2	0	2	0	0	1	0	0	0	0	3	3	3
DYNC1LI1	0	0	0	0	3	0	0	0	0	3	3	3
DZANK1	0	1	0	0	1	0	0	1	0	3	3	3
DZIP1	0	0	0	0	3	0	0	0	0	3	3	3
ECHS1	0	0	0	0	3	0	0	0	0	3	3	3
ECM1	0	0	0	0	2	1	0	0	0	3	3	3
EDA2R	0	0	0	0	2	1	0	0	0	3	3	3
EDEM1	0	0	0	0	3	0	0	0	0	3	3	3
EDEM3	0	0	0	0	3	0	0	0	0	3	3	3
EEF1AKMT3	0	0	1	0	2	0	0	0	0	3	3	3
EFHC2	0	0	0	0	3	0	0	0	0	3	3	3
EFHD1	0	0	0	0	3	0	0	0	0	3	3	3
EFNA2	0	0	0	0	3	0	0	0	0	3	3	3
EFNA4	0	0	0	0	3	0	0	0	0	3	3	3
EFNA5	0	0	0	0	3	0	0	0	0	3	3	3
EGLN3	0	0	0	0	3	0	0	0	0	3	3	3
EGR4	0	0	0	0	3	0	0	0	0	3	3	3
EHD2	0	0	0	0	2	0	0	0	1	3	3	3
EIF2AK2	1	0	0	0	1	1	0	0	0	3	3	3
EIF2AK3	0	0	0	0	3	0	0	0	0	3	3	3
EIF3I	0	0	0	0	3	0	0	0	0	3	3	3
ELF4	0	0	0	0	3	0	0	0	0	3	3	3
ELK1	0	1	0	0	2	0	0	0	0	3	3	3
ELK4	0	1	0	0	2	0	0	0	0	3	3	3
EMC10	0	0	0	0	3	0	0	0	0	3	3	3
EMID1	0	0	0	0	2	0	0	1	0	3	3	3
ENAH	0	0	0	0	3	0	0	0	0	3	3	3
ENC1	0	0	0	0	2	1	0	0	0	3	3	3
ENDOD1	0	0	0	0	3	0	0	0	0	3	3	3
ENGASE	0	0	0	0	3	0	0	0	0	3	3	3
ENOX1	0	0	0	0	2	1	0	0	0	3	3	3
ENTHD1	0	0	0	0	3	0	0	0	0	3	3	3
ENTPD6	0	0	0	0	3	0	0	0	0	3	3	3
EPB41L1	0	0	0	0	3	0	0	0	0	3	3	3
EPB41L4A	0	0	0	0	3	0	0	0	0	3	3	3
EPB41L5	0	0	0	0	3	0	0	0	0	3	3	3
EPCAM	0	0	0	0	3	0	0	0	0	3	3	3
EQTN	0	0	0	0	2	1	0	0	0	3	3	3
ERAS	0	0	0	0	3	0	0	0	0	3	3	3
ERICH4	0	0	1	1	1	0	0	0	0	3	3	3
ERLIN2	0	0	0	0	2	0	0	1	0	3	3	3
ERVFRD-1	0	0	0	0	3	0	0	0	0	3	3	3
ESR2	0	0	0	0	3	0	0	0	0	3	3	3
ESRRB	0	0	0	0	3	0	0	0	0	3	3	3
ETV3	0	0	0	0	3	0	0	0	0	3	3	3
EXO1	1	0	0	0	2	0	0	0	0	3	3	3
EXOC3L1	0	0	0	0	3	0	0	0	0	3	3	3
EXOC5	0	0	0	0	3	0	0	0	0	3	3	3
EXOC6	0	0	0	0	3	0	0	0	0	3	3	3
EXOSC5	0	0	0	0	3	0	0	0	0	3	3	3
F13A1	0	0	0	0	3	0	0	0	0	3	3	3
FA2H	0	0	0	0	3	0	0	0	0	3	3	3
FAAH2	1	0	0	0	2	0	0	0	0	3	3	3
FADS1	0	0	0	0	3	0	0	0	0	3	3	3
FAIM	0	1	0	0	2	0	0	0	0	3	3	3
FAM110C	0	0	0	0	3	0	0	0	0	3	3	3
FAM129A	0	0	0	0	3	0	0	0	0	3	3	3
FAM13C	0	0	0	0	2	0	0	1	0	3	3	3
FAM149A	0	0	0	0	3	0	0	0	0	3	3	3
FAM153C	0	0	0	0	1	0	0	2	0	3	3	3
FAM162B	0	0	0	0	3	0	0	0	0	3	3	3
FAM171B	0	0	0	0	2	1	0	0	0	3	3	3
FAM173A	0	0	0	0	3	0	0	0	0	3	3	3
FAM174A	0	0	0	0	2	1	0	0	0	3	3	3
FAM177A1	0	0	0	0	3	0	0	0	0	3	3	3
FAM186B	0	0	0	0	3	0	0	0	0	3	3	3
FAM189A1	0	0	0	0	3	0	0	0	0	3	3	3
FAM189A2	0	0	0	0	3	0	0	0	0	3	3	3
FAM213B	0	0	0	0	3	0	0	0	0	3	3	3
FAM214B	0	1	0	0	2	0	0	0	0	3	3	3
FAM234B	1	0	0	0	2	0	0	0	0	3	3	3
FAM49B	0	0	0	0	0	1	0	2	0	3	3	3
FAM71F2	0	0	0	0	3	0	0	0	0	3	3	3
FAM78A	0	0	0	0	3	0	0	0	0	3	3	3
FAM83E	0	0	0	0	3	0	0	0	0	3	3	3
FANCE	0	0	0	0	3	0	0	0	0	3	3	3
FANCL	0	0	0	0	3	0	0	0	0	3	3	3
FARSB	0	0	0	0	3	0	0	0	0	3	3	3
FASTK	0	0	0	0	2	1	0	0	0	3	3	3
FBH1	0	0	0	0	2	1	0	0	0	3	3	3
FBLIM1	0	0	0	0	1	2	0	0	0	3	3	3
FBP2	0	0	0	0	3	0	0	0	0	3	3	3
FBXL3	2	0	0	0	1	0	0	0	0	3	3	3
FBXO21	0	0	0	0	3	0	0	0	0	3	3	3
FBXO22	0	0	0	0	2	0	0	1	0	3	3	3
FBXO30	0	1	0	0	2	0	0	0	0	3	3	3
FBXO46	0	0	0	0	3	0	0	0	0	3	3	3
FBXW12	0	0	0	0	3	0	0	0	0	3	3	3
FBXW9	0	0	0	0	3	0	0	0	0	3	3	3
FCAR	0	0	0	0	3	0	0	0	0	3	3	3
FCRL1	0	0	0	0	3	0	0	0	0	3	3	3
FCRL3	0	0	0	0	3	0	0	0	0	3	3	3
FFAR3	0	0	0	0	3	0	0	0	0	3	3	3
FGD2	0	0	0	0	3	0	0	0	0	3	3	3
FGD4	0	0	0	0	3	0	0	0	0	3	3	3
FGF16	0	1	0	0	2	0	0	0	0	3	3	3
FGF4	0	0	0	0	3	0	0	0	0	3	3	3
FGL1	0	0	0	0	2	1	0	0	0	3	3	3
FIBCD1	0	0	0	0	3	0	0	0	0	3	3	3
FIBIN	0	0	0	0	3	0	0	0	0	3	3	3
FILIP1L	1	0	0	0	2	0	0	0	0	3	3	3
FKBP4	0	0	0	0	3	0	0	0	0	3	3	3
FLT3LG	3	0	0	0	0	0	0	0	0	3	3	3
FLVCR2	0	0	0	0	3	0	0	0	0	3	3	3
FMO2	0	0	0	0	3	0	0	0	0	3	3	3
FMO3	0	0	0	0	3	0	0	0	0	3	3	3
FN3K	0	0	0	0	1	0	0	0	2	3	3	3
FNIP1	0	0	0	0	3	0	0	0	0	3	3	3
FOXD4	0	0	0	0	3	0	0	0	0	3	3	3
FOXD4L1	0	0	0	0	3	0	0	0	0	3	3	3
FOXI1	0	0	0	0	3	0	0	0	0	3	3	3
FOXJ3	0	0	0	0	3	0	0	0	0	3	3	3
FOXN2	0	1	0	0	2	0	0	0	0	3	3	3
FOXN3	0	0	1	1	1	0	0	0	0	3	3	3
FOXO1	0	0	0	0	1	1	0	0	1	3	3	3
FOXR1	0	0	0	0	2	1	0	0	0	3	3	3
FRMD1	0	0	0	0	3	0	0	0	0	3	3	3
FRMD7	0	1	0	0	2	0	0	0	0	3	3	3
FSTL4	0	0	0	0	3	0	0	0	0	3	3	3
FTMT	0	0	0	0	3	0	0	0	0	3	3	3
FUT2	0	0	0	0	3	0	0	0	0	3	3	3
FXYD7	0	0	0	0	3	0	0	0	0	3	3	3
FYB2	0	0	1	0	2	0	0	0	0	3	3	3
FYTTD1	0	0	0	0	3	0	0	0	0	3	3	3
FZD2	0	0	0	0	3	0	0	0	0	3	3	3
FZD5	0	0	0	0	3	0	0	0	0	3	3	3
FZD8	0	0	0	0	2	0	0	0	1	3	3	3
FZR1	0	0	0	0	3	0	0	0	0	3	3	3
G2E3	0	0	0	0	3	0	0	0	0	3	3	3
GABBR2	0	0	0	0	3	0	0	0	0	3	3	3
GABRA4	0	0	0	0	3	0	0	0	0	3	3	3
GABRR2	0	0	0	0	3	0	0	0	0	3	3	3
GABRR3	0	0	0	0	3	0	0	0	0	3	3	3
GADD45B	0	0	0	0	3	0	0	0	0	3	3	3
GADL1	0	0	0	0	2	0	0	1	0	3	3	3
GAGE2A	1	0	0	0	2	0	0	0	0	3	3	3
GALNT2	0	1	0	0	2	0	0	0	0	3	3	3
GALR2	0	0	0	0	3	0	0	0	0	3	3	3
GAS2L1	0	0	0	0	3	0	0	0	0	3	3	3
GATA3	0	0	0	0	3	0	0	0	0	3	3	3
GBP5	0	0	0	0	3	0	0	0	0	3	3	3
GC	0	0	0	0	2	0	0	1	0	3	3	3
GCH1	0	0	0	0	3	0	0	0	0	3	3	3
GDAP2	0	0	0	0	3	0	0	0	0	3	3	3
GDPD4	0	0	0	0	3	0	0	0	0	3	3	3
GFRA2	0	0	0	0	3	0	0	0	0	3	3	3
GFRAL	0	0	0	0	3	0	0	0	0	3	3	3
GGCX	0	0	0	0	3	0	0	0	0	3	3	3
GGT1	0	0	0	0	3	0	0	0	0	3	3	3
GGT7	0	0	0	0	3	0	0	0	0	3	3	3
GIMAP2	0	0	0	0	3	0	0	0	0	3	3	3
GIPC1	0	0	0	0	3	0	0	0	0	3	3	3
GJA3	0	0	0	0	3	0	0	0	0	3	3	3
GJA5	0	0	0	0	3	0	0	0	0	3	3	3
GJB4	0	0	0	0	1	2	0	0	0	3	3	3
GJB5	0	0	0	0	3	0	0	0	0	3	3	3
GJB7	0	0	0	0	3	0	0	0	0	3	3	3
GK	0	0	0	0	3	0	0	0	0	3	3	3
GK2	0	0	0	0	3	0	0	0	0	3	3	3
GLA	0	0	0	0	3	0	0	0	0	3	3	3
GLB1	0	0	0	0	2	0	0	1	0	3	3	3
GLCE	0	0	0	0	3	0	0	0	0	3	3	3
GLO1	0	0	0	0	3	0	0	0	0	3	3	3
GLUL	0	0	0	0	3	0	0	0	0	3	3	3
GM2A	0	0	0	0	3	0	0	0	0	3	3	3
GMEB2	0	0	0	0	3	0	0	0	0	3	3	3
GNAT1	0	0	0	0	3	0	0	0	0	3	3	3
GNB4	0	0	0	0	2	0	0	1	0	3	3	3
GNL3	0	0	0	0	3	0	0	0	0	3	3	3
GNS	0	0	0	0	3	0	0	0	0	3	3	3
GOLGA6C	0	0	1	0	2	0	0	0	0	3	3	3
GOLGA8A	0	0	1	0	2	0	0	0	0	3	3	3
GOLGA8Q	0	0	0	0	3	0	0	0	0	3	3	3
GOLT1A	0	0	0	0	3	0	0	0	0	3	3	3
GPAM	0	0	0	0	2	1	0	0	0	3	3	3
GPC1	0	0	0	0	3	0	0	0	0	3	3	3
GPC2	0	0	0	0	3	0	0	0	0	3	3	3
GPER1	0	0	0	0	3	0	0	0	0	3	3	3
GPKOW	0	0	0	0	3	0	0	0	0	3	3	3
GPR151	0	0	0	0	3	0	0	0	0	3	3	3
GPR37	0	0	0	0	3	0	0	0	0	3	3	3
GPR39	0	0	0	0	3	0	0	0	0	3	3	3
GRAMD2A	0	0	0	0	3	0	0	0	0	3	3	3
GRASP	0	0	0	0	3	0	0	0	0	3	3	3
GRHPR	0	0	0	0	3	0	0	0	0	3	3	3
GRIA1	0	1	0	0	1	1	0	0	0	3	3	3
GRIFIN	0	0	0	0	3	0	0	0	0	3	3	3
GRIPAP1	0	0	0	0	2	0	0	0	1	3	3	3
GRK1	0	0	0	0	3	0	0	0	0	3	3	3
GRK5	0	0	0	0	2	1	0	0	0	3	3	3
GRM3	0	0	0	0	3	0	0	0	0	3	3	3
GRPEL1	0	0	0	0	3	0	0	0	0	3	3	3
GSC2	0	0	0	0	2	0	0	0	1	3	3	3
GSDMC	0	0	0	0	3	0	0	0	0	3	3	3
GSG1L	0	0	2	0	1	0	0	0	0	3	3	3
GTF2H3	0	0	0	0	3	0	0	0	0	3	3	3
GTF2I	0	0	0	0	0	2	0	1	0	3	3	3
GTF3C5	0	0	0	0	3	0	0	0	0	3	3	3
GTPBP3	0	0	0	0	3	0	0	0	0	3	3	3
GTPBP4	0	0	0	0	3	0	0	0	0	3	3	3
GTSE1	0	0	0	0	3	0	0	0	0	3	3	3
H2BFWT	0	0	0	0	3	0	0	0	0	3	3	3
HAO2	1	0	0	0	2	0	0	0	0	3	3	3
HAPLN3	0	0	0	0	2	1	0	0	0	3	3	3
HAS3	0	0	0	0	3	0	0	0	0	3	3	3
HAX1	0	0	0	0	3	0	0	0	0	3	3	3
HBB	0	0	0	0	0	0	0	3	0	3	3	3
HBM	0	0	0	0	3	0	0	0	0	3	3	3
HBS1L	0	0	0	0	2	1	0	0	0	3	3	3
HCFC1R1	0	0	0	0	2	0	0	0	1	3	3	3
HCK	0	0	0	0	3	0	0	0	0	3	3	3
HDDC2	0	0	0	0	3	0	0	0	0	3	3	3
HDHD2	0	0	0	0	3	0	0	0	0	3	3	3
HDHD5	0	0	0	0	3	0	0	0	0	3	3	3
HEATR4	0	1	0	0	1	1	0	0	0	3	3	3
HGF	0	0	0	0	3	0	0	0	0	3	3	3
HGSNAT	0	0	0	0	2	0	0	1	0	3	3	3
HHAT	0	0	0	0	3	0	0	0	0	3	3	3
HHLA1	0	0	0	0	3	0	0	0	0	3	3	3
HIST1H1B	1	0	0	0	2	0	0	0	0	3	3	3
HIST3H3	0	0	0	0	3	0	0	0	0	3	3	3
HLA-G	0	0	0	0	3	0	0	0	0	3	3	3
HMGCS2	0	0	0	0	2	1	0	0	0	3	3	3
HNF4G	0	0	0	0	3	0	0	0	0	3	3	3
HNRNPA3	0	0	0	0	3	0	0	0	0	3	3	3
HNRNPLL	0	0	0	0	3	0	0	0	0	3	3	3
HOOK2	0	0	0	0	3	0	0	0	0	3	3	3
HOOK3	0	0	0	0	3	0	0	0	0	3	3	3
HOXA2	0	0	2	0	1	0	0	0	0	3	3	3
HOXB7	0	0	0	0	3	0	0	0	0	3	3	3
HOXB8	0	0	0	0	3	0	0	0	0	3	3	3
HOXC9	0	0	0	0	3	0	0	0	0	3	3	3
HOXD10	1	0	0	0	2	0	0	0	0	3	3	3
HP	0	0	0	0	2	0	0	1	0	3	3	3
HPS4	0	0	0	0	3	0	0	0	0	3	3	3
HPS5	0	0	0	0	3	0	0	0	0	3	3	3
HRG	0	0	0	0	2	1	0	0	0	3	3	3
HRH1	0	0	0	0	1	0	0	2	0	3	3	3
HS3ST5	0	0	0	0	3	0	0	0	0	3	3	3
HSD11B2	0	0	0	0	2	0	0	0	1	3	3	3
HSD17B1	1	0	0	0	2	0	0	0	0	3	3	3
HSDL1	0	0	0	0	3	0	0	0	0	3	3	3
HSF5	0	0	0	0	3	0	0	0	0	3	3	3
HSPA4L	0	0	0	0	2	0	0	1	0	3	3	3
HTATIP2	0	0	0	0	2	0	0	1	0	3	3	3
HTR6	0	0	0	0	3	0	0	0	0	3	3	3
HYAL1	0	0	0	0	3	0	0	0	0	3	3	3
IDNK	0	0	0	0	3	0	0	0	0	3	3	3
IDO2	0	0	0	0	3	0	0	0	0	3	3	3
IER5L	0	0	0	0	3	0	0	0	0	3	3	3
IFIT3	0	0	0	0	3	0	0	0	0	3	3	3
IFITM2	0	0	0	0	3	0	0	0	0	3	3	3
IFNL2	0	0	0	0	3	0	0	0	0	3	3	3
IFRD2	0	0	0	0	3	0	0	0	0	3	3	3
IFT43	0	0	0	0	3	0	0	0	0	3	3	3
IGFBP1	0	0	0	0	3	0	0	0	0	3	3	3
IGHV1-2	0	0	0	0	3	0	0	0	0	3	3	3
IGHV1-45	0	0	0	0	3	0	0	0	0	3	3	3
IGHV1-69D	0	0	1	0	2	0	0	0	0	3	3	3
IGHV2-70D	0	0	0	0	3	0	0	0	0	3	3	3
IGHV3-53	0	0	0	1	2	0	0	0	0	3	3	3
IGSF5	0	0	0	0	3	0	0	0	0	3	3	3
IKBKE	0	0	0	0	1	0	0	2	0	3	3	3
IL12RB1	0	0	0	0	3	0	0	0	0	3	3	3
IL17F	0	0	0	0	3	0	0	0	0	3	3	3
IL17RB	0	0	0	0	3	0	0	0	0	3	3	3
IL18BP	0	0	0	0	3	0	0	0	0	3	3	3
IL1R2	0	0	0	0	3	0	0	0	0	3	3	3
IL22RA1	0	0	0	0	2	1	0	0	0	3	3	3
IL3RA	0	0	0	0	3	0	0	0	0	3	3	3
IL5RA	0	1	0	0	2	0	0	0	0	3	3	3
IMPDH2	0	0	0	0	3	0	0	0	0	3	3	3
IMPG1	0	0	0	0	3	0	0	0	0	3	3	3
IMPG2	0	0	0	0	3	0	0	0	0	3	3	3
ING1	0	1	0	0	2	0	0	0	0	3	3	3
INMT	0	0	0	0	3	0	0	0	0	3	3	3
INO80B	0	0	0	0	3	0	0	0	0	3	3	3
INPP5B	0	0	0	0	3	0	0	0	0	3	3	3
IPMK	0	1	0	0	2	0	0	0	0	3	3	3
IPO9	0	0	1	0	1	1	0	0	0	3	3	3
IPPK	0	0	0	0	3	0	0	0	0	3	3	3
IQANK1	0	0	0	0	3	0	0	0	0	3	3	3
IQCA1L	0	0	0	0	3	0	0	0	0	3	3	3
IQCD	0	0	0	0	3	0	0	0	0	3	3	3
IRAK1	0	0	0	0	3	0	0	0	0	3	3	3
IRAK3	0	0	0	0	3	0	0	0	0	3	3	3
IRF5	0	1	0	0	2	0	0	0	0	3	3	3
ITCH	0	0	0	0	3	0	0	0	0	3	3	3
ITGB1	0	0	0	0	3	0	0	0	0	3	3	3
ITGB3	0	0	0	0	2	0	0	0	1	3	3	3
ITGB3BP	0	0	0	0	3	0	0	0	0	3	3	3
ITIH4	1	0	0	0	2	0	0	0	0	3	3	3
ITPKA	0	0	0	0	3	0	0	0	0	3	3	3
JADE2	0	1	0	0	2	0	0	0	0	3	3	3
JAML	0	0	0	0	3	0	0	0	0	3	3	3
JMJD7	0	0	0	0	3	0	0	0	0	3	3	3
JMJD7-PLA2G4B	0	0	0	0	1	2	0	0	0	3	3	3
JUN	1	0	0	0	2	0	0	0	0	3	3	3
JUND	0	0	0	0	3	0	0	0	0	3	3	3
KATNA1	0	0	0	0	3	0	0	0	0	3	3	3
KCNAB2	1	0	0	0	1	0	0	1	0	3	3	3
KCNG4	0	0	0	0	3	0	0	0	0	3	3	3
KCNH8	0	0	0	0	3	0	0	0	0	3	3	3
KCNS2	0	0	0	0	3	0	0	0	0	3	3	3
KCTD1	0	0	0	0	3	0	0	0	0	3	3	3
KCTD16	0	0	0	0	3	0	0	0	0	3	3	3
KDM4F	0	0	0	0	3	0	0	0	0	3	3	3
KIAA0586	0	0	0	0	2	1	0	0	0	3	3	3
KIAA0930	0	0	0	0	2	0	0	1	0	3	3	3
KIAA1328	0	0	0	0	3	0	0	0	0	3	3	3
KIF1BP	0	0	0	0	3	0	0	0	0	3	3	3
KIF20B	0	1	1	0	1	0	0	0	0	3	3	3
KIF27	0	0	0	0	3	0	0	0	0	3	3	3
KIF3A	0	0	0	0	3	0	0	0	0	3	3	3
KIF6	0	1	0	0	0	1	0	1	0	3	3	3
KIN	0	0	0	0	2	0	0	1	0	3	3	3
KIR3DL2	0	0	0	0	3	0	0	0	0	3	3	3
KIZ	0	0	0	0	3	0	0	0	0	3	3	3
KLC2	0	0	0	0	3	0	0	0	0	3	3	3
KLHDC1	1	0	0	0	2	0	0	0	0	3	3	3
KLHDC10	0	0	0	0	3	0	0	0	0	3	3	3
KLHL11	0	0	1	0	2	0	0	0	0	3	3	3
KLHL2	0	0	0	0	3	0	0	0	0	3	3	3
KLHL22	0	0	0	0	3	0	0	0	0	3	3	3
KLHL26	0	0	0	0	2	1	0	0	0	3	3	3
KLHL28	0	0	1	0	2	0	0	0	0	3	3	3
KLHL42	0	0	0	0	2	0	0	0	1	3	3	3
KLHL7	0	0	0	0	3	0	0	0	0	3	3	3
KLK8	0	0	0	0	2	0	0	0	1	3	3	3
KLLN	0	0	0	0	3	0	0	0	0	3	3	3
KMT2E	0	0	0	0	3	0	0	0	0	3	3	3
KMT5A	1	0	0	0	2	0	0	0	0	3	3	3
KRT1	0	0	0	0	3	0	0	0	0	3	3	3
KRT13	0	0	0	0	3	0	0	0	0	3	3	3
KRT27	0	0	0	0	3	0	0	0	0	3	3	3
KRT31	0	0	0	0	3	0	0	0	0	3	3	3
KRT6A	0	0	0	0	2	1	0	0	0	3	3	3
KRT71	0	0	0	0	3	0	0	0	0	3	3	3
KRT73	0	0	0	0	3	0	0	0	0	3	3	3
KRT76	0	0	1	0	2	0	0	0	0	3	3	3
KRTAP2-2	0	0	0	0	1	2	0	0	0	3	3	3
KRTAP4-3	0	0	0	2	1	0	0	0	0	3	3	3
KSR2	0	0	0	0	3	0	0	0	0	3	3	3
KY	0	0	0	0	3	0	0	0	0	3	3	3
L34079.1	0	0	0	0	3	0	0	0	0	3	3	3
L3MBTL2	0	0	0	0	3	0	0	0	0	3	3	3
